58,there are 1 pink triangle,how many pink triangles are there?,1
59,there are 4 yellow stars,how many yellow stars are there?,4
60,there are 4 purple squares,how many purple squares are there?,4
61,there are 7 pink circles,how many pink circles are there?,7
61,there are 2 pink ovals,how many pink ovals are there?,2
62,there are 1 black star,how many black stars are there?,1
62,there are 8 white circles,how many white circles are there?,8
63,there are 2 green triangles,how many green triangles are there?,2
63,there are 7 green ovals,how many green ovals are there?,7
64,there are 6 green stars,how many green stars are there?,6
64,there are 2 blue stars,how many blue stars are there?,2
65,there are 3 green ovals,how many green ovals are there?,3
66,there are 7 brown ovals,how many brown ovals are there?,7
66,there are 1 brown diamond,how many brown diamonds are there?,1
67,there are 3 orange ovals,how many orange ovals are there?,3
68,there are 5 pink squares,how many pink squares are there?,5
69,there are 3 pink squares,how many pink squares are there?,3
69,there are 1 pink diamond,how many pink diamonds are there?,1
70,there are 1 green triangle,how many green triangles are there?,1
70,there are 7 yellow diamonds,how many yellow diamonds are there?,7
71,there are 1 brown square,how many brown squares are there?,1
71,there are 2 red ovals,how many red ovals are there?,2
72,there are 2 white rectangles,how many white rectangles are there?,2
72,there are 7 blue rectangles,how many blue rectangles are there?,7
73,there are 4 purple diamonds,how many purple diamonds are there?,4
73,there are 1 brown diamond,how many brown diamonds are there?,1
74,there are 2 brown squares,how many brown squares are there?,2
74,there are 5 brown ovals,how many brown ovals are there?,5
75,there are 5 brown circles,how many brown circles are there?,5
75,there are 3 black triangles,how many black triangles are there?,3
76,there are 2 red rectangles,how many red rectangles are there?,2
76,there are 3 yellow stars,how many yellow stars are there?,3
77,there are 1 red star,how many red stars are there?,1
77,there are 5 yellow rectangles,how many yellow rectangles are there?,5
78,there are 2 orange diamonds,how many orange diamonds are there?,2
78,there are 2 purple rectangles,how many purple rectangles are there?,2
79,there are 8 purple ovals,how many purple ovals are there?,8
80,there are 2 brown circles,how many brown circles are there?,2
81,there are 6 white rectangles,how many white rectangles are there?,6
82,there are 7 pink circles,how many pink circles are there?,7
82,there are 2 purple squares,how many purple squares are there?,2
83,there are 7 orange ovals,how many orange ovals are there?,7
84,there are 3 red diamonds,how many red diamonds are there?,3
84,there are 4 red triangles,how many red triangles are there?,4
85,there are 1 green diamond,how many green diamonds are there?,1
85,there are 2 pink circles,how many pink circles are there?,2
86,there are 8 purple squares,how many purple squares are there?,8
87,there are 8 black ovals,how many black ovals are there?,8
88,there are 7 green rectangles,how many green rectangles are there?,7
88,there are 2 blue triangles,how many blue triangles are there?,2
89,there are 7 purple ovals,how many purple ovals are there?,7
90,there are 8 purple ovals,how many purple ovals are there?,8
91,there are 5 black ovals,how many black ovals are there?,5
91,there are 3 black squares,how many black squares are there?,3
92,there are 2 black squares,how many black squares are there?,2
92,there are 2 purple diamonds,how many purple diamonds are there?,2
93,there are 1 brown triangle,how many brown triangles are there?,1
93,there are 2 red rectangles,how many red rectangles are there?,2
94,there are 1 purple triangle,how many purple triangles are there?,1
94,there are 6 white stars,how many white stars are there?,6
95,there are 1 green diamond,how many green diamonds are there?,1
95,there are 3 purple rectangles,how many purple rectangles are there?,3
96,there are 4 white stars,how many white stars are there?,4
97,there are 2 black squares,how many black squares are there?,2
97,there are 5 yellow rectangles,how many yellow rectangles are there?,5
98,there are 3 red squares,how many red squares are there?,3
98,there are 2 yellow diamonds,how many yellow diamonds are there?,2
99,there are 3 brown rectangles,how many brown rectangles are there?,3
99,there are 5 pink triangles,how many pink triangles are there?,5
100,there are 2 purple rectangles,how many purple rectangles are there?,2
101,there are 1 blue rectangle,how many blue rectangles are there?,1
102,there are 2 blue stars,how many blue stars are there?,2
103,there are 1 pink diamond,how many pink diamonds are there?,1
103,there are 4 red triangles,how many red triangles are there?,4
104,there are 1 orange circle,how many orange circles are there?,1
104,there are 2 red ovals,how many red ovals are there?,2
105,there are 4 purple rectangles,how many purple rectangles are there?,4
106,there are 1 yellow oval,how many yellow ovals are there?,1
106,there are 6 pink rectangles,how many pink rectangles are there?,6
107,there are 9 red squares,how many red squares are there?,9
108,there are 2 red stars,how many red stars are there?,2
108,there are 4 pink stars,how many pink stars are there?,4
109,there are 3 pink diamonds,how many pink diamonds are there?,3
110,there are 5 blue triangles,how many blue triangles are there?,5
110,there are 2 pink circles,how many pink circles are there?,2
111,there are 6 white circles,how many white circles are there?,6
112,there are 7 brown ovals,how many brown ovals are there?,7
112,there are 2 black circles,how many black circles are there?,2
113,there are 5 white stars,how many white stars are there?,5
114,there are 1 white circle,how many white circles are there?,1
115,there are 9 red ovals,how many red ovals are there?,9
116,there are 1 purple triangle,how many purple triangles are there?,1
116,there are 3 yellow ovals,how many yellow ovals are there?,3
117,there are 3 brown rectangles,how many brown rectangles are there?,3
118,there are 3 purple squares,how many purple squares are there?,3
118,there are 1 yellow diamond,how many yellow diamonds are there?,1
119,there are 1 black oval,how many black ovals are there?,1
119,there are 2 brown rectangles,how many brown rectangles are there?,2
120,there are 1 blue triangle,how many blue triangles are there?,1
120,there are 6 brown ovals,how many brown ovals are there?,6
121,there are 1 red oval,how many red ovals are there?,1
121,there are 3 orange stars,how many orange stars are there?,3
122,there are 2 green ovals,how many green ovals are there?,2
122,there are 7 yellow stars,how many yellow stars are there?,7
123,there are 1 purple star,how many purple stars are there?,1
123,there are 5 blue circles,how many blue circles are there?,5
124,there are 4 white squares,how many white squares are there?,4
124,there are 1 green oval,how many green ovals are there?,1
125,there are 4 pink rectangles,how many pink rectangles are there?,4
125,there are 1 black star,how many black stars are there?,1
126,there are 1 orange oval,how many orange ovals are there?,1
126,there are 3 black diamonds,how many black diamonds are there?,3
127,there are 8 white diamonds,how many white diamonds are there?,8
128,there are 3 blue circles,how many blue circles are there?,3
129,there are 2 yellow squares,how many yellow squares are there?,2
130,there are 6 pink rectangles,how many pink rectangles are there?,6
131,there are 8 yellow diamonds,how many yellow diamonds are there?,8
132,there are 1 pink oval,how many pink ovals are there?,1
132,there are 5 black ovals,how many black ovals are there?,5
133,there are 4 orange ovals,how many orange ovals are there?,4
133,there are 1 green circle,how many green circles are there?,1
134,there are 4 yellow triangles,how many yellow triangles are there?,4
134,there are 3 orange stars,how many orange stars are there?,3
135,there are 6 white ovals,how many white ovals are there?,6
136,there are 8 white circles,how many white circles are there?,8
137,there are 3 red stars,how many red stars are there?,3
137,there are 4 brown ovals,how many brown ovals are there?,4
138,there are 5 red circles,how many red circles are there?,5
139,there are 9 white diamonds,how many white diamonds are there?,9
140,there are 7 blue stars,how many blue stars are there?,7
141,there are 2 white ovals,how many white ovals are there?,2
142,there are 4 white ovals,how many white ovals are there?,4
142,there are 1 white star,how many white stars are there?,1
143,there are 1 pink star,how many pink stars are there?,1
143,there are 7 brown triangles,how many brown triangles are there?,7
144,there are 3 orange stars,how many orange stars are there?,3
144,there are 4 red rectangles,how many red rectangles are there?,4
145,there are 6 purple stars,how many purple stars are there?,6
145,there are 1 orange circle,how many orange circles are there?,1
146,there are 1 pink square,how many pink squares are there?,1
146,there are 3 black diamonds,how many black diamonds are there?,3
147,there are 2 yellow circles,how many yellow circles are there?,2
147,there are 1 purple square,how many purple squares are there?,1
148,there are 8 black circles,how many black circles are there?,8
149,there are 4 blue ovals,how many blue ovals are there?,4
149,there are 2 orange triangles,how many orange triangles are there?,2
150,there are 5 black triangles,how many black triangles are there?,5
151,there are 5 brown rectangles,how many brown rectangles are there?,5
152,there are 1 green diamond,how many green diamonds are there?,1
152,there are 3 blue triangles,how many blue triangles are there?,3
153,there are 1 black triangle,how many black triangles are there?,1
154,there are 9 brown diamonds,how many brown diamonds are there?,9
155,there are 5 purple ovals,how many purple ovals are there?,5
156,there are 4 black rectangles,how many black rectangles are there?,4
157,there are 2 brown diamonds,how many brown diamonds are there?,2
158,there are 4 blue triangles,how many blue triangles are there?,4
159,there are 9 orange ovals,how many orange ovals are there?,9
160,there are 5 blue diamonds,how many blue diamonds are there?,5
160,there are 4 pink triangles,how many pink triangles are there?,4
161,there are 2 red rectangles,how many red rectangles are there?,2
161,there are 3 black diamonds,how many black diamonds are there?,3
162,there are 4 orange diamonds,how many orange diamonds are there?,4
163,there are 1 pink triangle,how many pink triangles are there?,1
163,there are 5 black stars,how many black stars are there?,5
164,there are 5 green circles,how many green circles are there?,5
165,there are 4 blue diamonds,how many blue diamonds are there?,4
165,there are 5 orange rectangles,how many orange rectangles are there?,5
166,there are 7 orange rectangles,how many orange rectangles are there?,7
167,there are 6 purple squares,how many purple squares are there?,6
168,there are 3 red squares,how many red squares are there?,3
168,there are 1 black circle,how many black circles are there?,1
169,there are 7 pink squares,how many pink squares are there?,7
170,there are 3 yellow squares,how many yellow squares are there?,3
171,there are 7 yellow squares,how many yellow squares are there?,7
172,there are 5 red diamonds,how many red diamonds are there?,5
172,there are 1 purple star,how many purple stars are there?,1
173,there are 3 pink ovals,how many pink ovals are there?,3
173,there are 5 pink stars,how many pink stars are there?,5
174,there are 3 black diamonds,how many black diamonds are there?,3
174,there are 4 purple squares,how many purple squares are there?,4
175,there are 4 green squares,how many green squares are there?,4
176,there are 7 white triangles,how many white triangles are there?,7
177,there are 2 purple squares,how many purple squares are there?,2
178,there are 4 white triangles,how many white triangles are there?,4
179,there are 8 red triangles,how many red triangles are there?,8
179,there are 1 black diamond,how many black diamonds are there?,1
180,there are 7 yellow rectangles,how many yellow rectangles are there?,7
181,there are 9 orange diamonds,how many orange diamonds are there?,9
182,there are 3 brown triangles,how many brown triangles are there?,3
183,there are 6 green rectangles,how many green rectangles are there?,6
184,there are 1 green rectangle,how many green rectangles are there?,1
185,there are 4 blue circles,how many blue circles are there?,4
186,there are 1 black rectangle,how many black rectangles are there?,1
186,there are 4 yellow triangles,how many yellow triangles are there?,4
187,there are 1 purple rectangle,how many purple rectangles are there?,1
188,there are 9 brown circles,how many brown circles are there?,9
189,there are 3 white squares,how many white squares are there?,3
189,there are 1 green rectangle,how many green rectangles are there?,1
190,there are 5 white stars,how many white stars are there?,5
191,there are 5 red triangles,how many red triangles are there?,5
192,there are 6 brown diamonds,how many brown diamonds are there?,6
193,there are 2 green triangles,how many green triangles are there?,2
193,there are 1 yellow rectangle,how many yellow rectangles are there?,1
194,there are 8 yellow diamonds,how many yellow diamonds are there?,8
195,there are 4 purple circles,how many purple circles are there?,4
195,there are 5 red circles,how many red circles are there?,5
196,there are 4 yellow stars,how many yellow stars are there?,4
196,there are 1 blue circle,how many blue circles are there?,1
197,there are 4 purple squares,how many purple squares are there?,4
198,there are 6 purple stars,how many purple stars are there?,6
198,there are 2 pink diamonds,how many pink diamonds are there?,2
199,there are 3 purple rectangles,how many purple rectangles are there?,3
199,there are 1 red oval,how many red ovals are there?,1
200,there are 2 purple circles,how many purple circles are there?,2
200,there are 3 pink squares,how many pink squares are there?,3
201,there are 5 orange stars,how many orange stars are there?,5
202,there are 2 black ovals,how many black ovals are there?,2
202,there are 2 blue stars,how many blue stars are there?,2
203,there are 2 pink squares,how many pink squares are there?,2
203,there are 2 orange stars,how many orange stars are there?,2
204,there are 7 purple circles,how many purple circles are there?,7
205,there are 1 white oval,how many white ovals are there?,1
205,there are 3 blue rectangles,how many blue rectangles are there?,3
206,there are 2 white circles,how many white circles are there?,2
207,there are 8 orange rectangles,how many orange rectangles are there?,8
208,there are 2 yellow squares,how many yellow squares are there?,2
208,there are 2 blue triangles,how many blue triangles are there?,2
209,there are 2 red ovals,how many red ovals are there?,2
210,there are 9 blue triangles,how many blue triangles are there?,9
211,there are 8 brown circles,how many brown circles are there?,8
212,there are 9 orange squares,how many orange squares are there?,9
213,there are 1 purple circle,how many purple circles are there?,1
213,there are 2 red ovals,how many red ovals are there?,2
214,there are 1 purple circle,how many purple circles are there?,1
215,there are 2 yellow ovals,how many yellow ovals are there?,2
215,there are 3 green stars,how many green stars are there?,3
216,there are 5 green triangles,how many green triangles are there?,5
216,there are 3 yellow circles,how many yellow circles are there?,3
217,there are 6 black rectangles,how many black rectangles are there?,6
218,there are 5 white ovals,how many white ovals are there?,5
219,there are 4 pink triangles,how many pink triangles are there?,4
219,there are 1 yellow circle,how many yellow circles are there?,1
220,there are 7 green stars,how many green stars are there?,7
221,there are 1 white square,how many white squares are there?,1
221,there are 6 brown rectangles,how many brown rectangles are there?,6
222,there are 3 black triangles,how many black triangles are there?,3
223,there are 3 red diamonds,how many red diamonds are there?,3
224,there are 8 yellow ovals,how many yellow ovals are there?,8
225,there are 1 black square,how many black squares are there?,1
225,there are 5 brown rectangles,how many brown rectangles are there?,5
226,there are 5 brown triangles,how many brown triangles are there?,5
227,there are 4 green circles,how many green circles are there?,4
228,there are 3 purple rectangles,how many purple rectangles are there?,3
228,there are 2 red rectangles,how many red rectangles are there?,2
229,there are 3 blue squares,how many blue squares are there?,3
229,there are 3 pink rectangles,how many pink rectangles are there?,3
230,there are 4 green triangles,how many green triangles are there?,4
231,there are 5 brown triangles,how many brown triangles are there?,5
232,there are 5 yellow circles,how many yellow circles are there?,5
233,there are 3 purple rectangles,how many purple rectangles are there?,3
233,there are 1 green star,how many green stars are there?,1
234,there are 1 purple diamond,how many purple diamonds are there?,1
234,there are 7 pink circles,how many pink circles are there?,7
235,there are 3 blue triangles,how many blue triangles are there?,3
235,there are 6 blue stars,how many blue stars are there?,6
236,there are 4 orange ovals,how many orange ovals are there?,4
237,there are 2 brown triangles,how many brown triangles are there?,2
237,there are 3 yellow stars,how many yellow stars are there?,3
238,there are 2 orange ovals,how many orange ovals are there?,2
238,there are 4 brown squares,how many brown squares are there?,4
239,there are 4 brown rectangles,how many brown rectangles are there?,4
240,there are 1 brown square,how many brown squares are there?,1
241,there are 3 orange ovals,how many orange ovals are there?,3
241,there are 6 yellow triangles,how many yellow triangles are there?,6
242,there are 1 green square,how many green squares are there?,1
242,there are 7 green stars,how many green stars are there?,7
243,there are 2 yellow ovals,how many yellow ovals are there?,2
243,there are 1 blue star,how many blue stars are there?,1
244,there are 4 pink triangles,how many pink triangles are there?,4
244,there are 1 brown oval,how many brown ovals are there?,1
245,there are 2 blue squares,how many blue squares are there?,2
246,there are 1 orange square,how many orange squares are there?,1
246,there are 4 black ovals,how many black ovals are there?,4
247,there are 1 white oval,how many white ovals are there?,1
248,there are 3 white ovals,how many white ovals are there?,3
248,there are 6 yellow ovals,how many yellow ovals are there?,6
249,there are 4 blue circles,how many blue circles are there?,4
249,there are 5 purple ovals,how many purple ovals are there?,5
250,there are 9 black stars,how many black stars are there?,9
251,there are 1 white square,how many white squares are there?,1
251,there are 2 blue rectangles,how many blue rectangles are there?,2
252,there are 2 white circles,how many white circles are there?,2
252,there are 5 brown rectangles,how many brown rectangles are there?,5
253,there are 6 pink ovals,how many pink ovals are there?,6
254,there are 6 green diamonds,how many green diamonds are there?,6
254,there are 1 yellow square,how many yellow squares are there?,1
255,there are 4 pink diamonds,how many pink diamonds are there?,4
256,there are 4 orange circles,how many orange circles are there?,4
257,there are 5 brown triangles,how many brown triangles are there?,5
258,there are 5 green triangles,how many green triangles are there?,5
259,there are 1 black diamond,how many black diamonds are there?,1
259,there are 5 orange stars,how many orange stars are there?,5
260,there are 3 pink stars,how many pink stars are there?,3
260,there are 3 orange ovals,how many orange ovals are there?,3
261,there are 1 blue star,how many blue stars are there?,1
261,there are 6 yellow circles,how many yellow circles are there?,6
262,there are 4 orange squares,how many orange squares are there?,4
263,there are 6 red triangles,how many red triangles are there?,6
263,there are 1 purple triangle,how many purple triangles are there?,1
264,there are 9 pink squares,how many pink squares are there?,9
265,there are 2 black ovals,how many black ovals are there?,2
265,there are 4 purple stars,how many purple stars are there?,4
266,there are 7 yellow stars,how many yellow stars are there?,7
266,there are 1 pink circle,how many pink circles are there?,1
267,there are 2 white rectangles,how many white rectangles are there?,2
267,there are 6 orange circles,how many orange circles are there?,6
268,there are 6 blue ovals,how many blue ovals are there?,6
268,there are 2 pink circles,how many pink circles are there?,2
269,there are 5 black rectangles,how many black rectangles are there?,5
270,there are 2 red ovals,how many red ovals are there?,2
271,there are 6 purple squares,how many purple squares are there?,6
271,there are 2 black circles,how many black circles are there?,2
272,there are 1 black oval,how many black ovals are there?,1
273,there are 5 black squares,how many black squares are there?,5
274,there are 4 red diamonds,how many red diamonds are there?,4
275,there are 1 red oval,how many red ovals are there?,1
276,there are 4 white ovals,how many white ovals are there?,4
277,there are 7 yellow diamonds,how many yellow diamonds are there?,7
278,there are 4 blue diamonds,how many blue diamonds are there?,4
278,there are 5 purple rectangles,how many purple rectangles are there?,5
279,there are 1 white square,how many white squares are there?,1
280,there are 5 orange ovals,how many orange ovals are there?,5
280,there are 4 yellow stars,how many yellow stars are there?,4
281,there are 4 yellow circles,how many yellow circles are there?,4
281,there are 4 white stars,how many white stars are there?,4
282,there are 3 red stars,how many red stars are there?,3
282,there are 6 purple ovals,how many purple ovals are there?,6
283,there are 4 yellow squares,how many yellow squares are there?,4
284,there are 2 pink rectangles,how many pink rectangles are there?,2
285,there are 2 orange squares,how many orange squares are there?,2
286,there are 1 black circle,how many black circles are there?,1
286,there are 2 green rectangles,how many green rectangles are there?,2
287,there are 5 blue squares,how many blue squares are there?,5
288,there are 6 yellow stars,how many yellow stars are there?,6
288,there are 2 yellow squares,how many yellow squares are there?,2
289,there are 2 orange rectangles,how many orange rectangles are there?,2
289,there are 5 yellow diamonds,how many yellow diamonds are there?,5
290,there are 4 blue stars,how many blue stars are there?,4
291,there are 1 orange triangle,how many orange triangles are there?,1
292,there are 7 orange rectangles,how many orange rectangles are there?,7
293,there are 1 green diamond,how many green diamonds are there?,1
293,there are 5 red diamonds,how many red diamonds are there?,5
294,there are 1 blue triangle,how many blue triangles are there?,1
294,there are 7 yellow circles,how many yellow circles are there?,7
295,there are 1 yellow oval,how many yellow ovals are there?,1
295,there are 2 blue rectangles,how many blue rectangles are there?,2
296,there are 3 black triangles,how many black triangles are there?,3
297,there are 1 orange oval,how many orange ovals are there?,1
298,there are 5 blue ovals,how many blue ovals are there?,5
299,there are 1 white oval,how many white ovals are there?,1
300,there are 1 blue rectangle,how many blue rectangles are there?,1
300,there are 3 red stars,how many red stars are there?,3
301,there are 1 brown square,how many brown squares are there?,1
301,there are 3 yellow diamonds,how many yellow diamonds are there?,3
302,there are 9 purple ovals,how many purple ovals are there?,9
303,there are 1 green rectangle,how many green rectangles are there?,1
304,there are 2 green squares,how many green squares are there?,2
305,there are 4 white rectangles,how many white rectangles are there?,4
306,there are 3 yellow circles,how many yellow circles are there?,3
307,there are 3 brown triangles,how many brown triangles are there?,3
307,there are 1 yellow rectangle,how many yellow rectangles are there?,1
308,there are 7 blue triangles,how many blue triangles are there?,7
309,there are 5 orange circles,how many orange circles are there?,5
310,there are 4 black ovals,how many black ovals are there?,4
310,there are 1 orange oval,how many orange ovals are there?,1
311,there are 1 black square,how many black squares are there?,1
311,there are 7 yellow squares,how many yellow squares are there?,7
312,there are 5 orange stars,how many orange stars are there?,5
312,there are 2 green triangles,how many green triangles are there?,2
313,there are 1 blue circle,how many blue circles are there?,1
314,there are 2 green ovals,how many green ovals are there?,2
314,there are 5 black diamonds,how many black diamonds are there?,5
315,there are 2 brown triangles,how many brown triangles are there?,2
315,there are 6 red rectangles,how many red rectangles are there?,6
316,there are 3 yellow rectangles,how many yellow rectangles are there?,3
317,there are 2 pink triangles,how many pink triangles are there?,2
317,there are 2 pink squares,how many pink squares are there?,2
318,there are 3 pink ovals,how many pink ovals are there?,3
318,there are 2 green squares,how many green squares are there?,2
319,there are 6 blue stars,how many blue stars are there?,6
320,there are 8 brown squares,how many brown squares are there?,8
321,there are 9 blue squares,how many blue squares are there?,9
322,there are 7 purple stars,how many purple stars are there?,7
323,there are 1 yellow rectangle,how many yellow rectangles are there?,1
323,there are 3 black triangles,how many black triangles are there?,3
324,there are 2 green stars,how many green stars are there?,2
324,there are 4 black ovals,how many black ovals are there?,4
325,there are 6 blue triangles,how many blue triangles are there?,6
325,there are 2 brown ovals,how many brown ovals are there?,2
326,there are 5 pink stars,how many pink stars are there?,5
327,there are 1 orange circle,how many orange circles are there?,1
328,there are 4 green triangles,how many green triangles are there?,4
328,there are 3 black ovals,how many black ovals are there?,3
329,there are 7 purple stars,how many purple stars are there?,7
330,there are 1 white oval,how many white ovals are there?,1
330,there are 5 orange squares,how many orange squares are there?,5
331,there are 5 yellow ovals,how many yellow ovals are there?,5
331,there are 1 white square,how many white squares are there?,1
332,there are 5 brown squares,how many brown squares are there?,5
333,there are 1 orange square,how many orange squares are there?,1
333,there are 2 green circles,how many green circles are there?,2
334,there are 1 green rectangle,how many green rectangles are there?,1
334,there are 4 green diamonds,how many green diamonds are there?,4
335,there are 9 brown rectangles,how many brown rectangles are there?,9
336,there are 4 blue rectangles,how many blue rectangles are there?,4
336,there are 5 blue squares,how many blue squares are there?,5
337,there are 4 blue diamonds,how many blue diamonds are there?,4
338,there are 6 white ovals,how many white ovals are there?,6
339,there are 1 purple rectangle,how many purple rectangles are there?,1
340,there are 3 white triangles,how many white triangles are there?,3
341,there are 7 blue squares,how many blue squares are there?,7
342,there are 1 yellow diamond,how many yellow diamonds are there?,1
342,there are 8 brown circles,how many brown circles are there?,8
343,there are 1 red star,how many red stars are there?,1
343,there are 3 red diamonds,how many red diamonds are there?,3
344,there are 5 purple rectangles,how many purple rectangles are there?,5
345,there are 8 brown rectangles,how many brown rectangles are there?,8
345,there are 1 blue triangle,how many blue triangles are there?,1
346,there are 5 brown rectangles,how many brown rectangles are there?,5
346,there are 3 black squares,how many black squares are there?,3
347,there are 2 orange ovals,how many orange ovals are there?,2
348,there are 5 brown diamonds,how many brown diamonds are there?,5
349,there are 1 blue circle,how many blue circles are there?,1
349,there are 4 white diamonds,how many white diamonds are there?,4
350,there are 2 black rectangles,how many black rectangles are there?,2
350,there are 3 blue squares,how many blue squares are there?,3
351,there are 1 pink rectangle,how many pink rectangles are there?,1
351,there are 5 orange squares,how many orange squares are there?,5
352,there are 1 pink diamond,how many pink diamonds are there?,1
352,there are 6 green rectangles,how many green rectangles are there?,6
353,there are 2 red diamonds,how many red diamonds are there?,2
354,there are 7 purple ovals,how many purple ovals are there?,7
355,there are 7 red rectangles,how many red rectangles are there?,7
356,there are 1 blue oval,how many blue ovals are there?,1
356,there are 3 green rectangles,how many green rectangles are there?,3
357,there are 1 red star,how many red stars are there?,1
357,there are 7 pink ovals,how many pink ovals are there?,7
358,there are 2 green circles,how many green circles are there?,2
359,there are 1 brown square,how many brown squares are there?,1
359,there are 2 black diamonds,how many black diamonds are there?,2
360,there are 3 blue rectangles,how many blue rectangles are there?,3
360,there are 3 pink rectangles,how many pink rectangles are there?,3
361,there are 1 yellow star,how many yellow stars are there?,1
361,there are 2 purple stars,how many purple stars are there?,2
362,there are 9 orange rectangles,how many orange rectangles are there?,9
363,there are 7 green stars,how many green stars are there?,7
364,there are 2 purple triangles,how many purple triangles are there?,2
364,there are 5 purple stars,how many purple stars are there?,5
365,there are 2 blue diamonds,how many blue diamonds are there?,2
365,there are 7 pink triangles,how many pink triangles are there?,7
366,there are 9 white stars,how many white stars are there?,9
367,there are 4 yellow stars,how many yellow stars are there?,4
368,there are 8 green ovals,how many green ovals are there?,8
369,there are 7 orange stars,how many orange stars are there?,7
370,there are 6 purple squares,how many purple squares are there?,6
371,there are 2 brown diamonds,how many brown diamonds are there?,2
371,there are 4 white triangles,how many white triangles are there?,4
372,there are 1 black square,how many black squares are there?,1
373,there are 2 pink stars,how many pink stars are there?,2
374,there are 4 brown stars,how many brown stars are there?,4
